LOC_ID                          CLUSTER             P_VALUE             CLU_OBS             CLU_EXP             CLU_ODE             LOC_OBS             LOC_EXP             LOC_ODE             LOC_X               LOC_Y               GINI_CLUST
1280                            2                   0.00100             14                  1.91                7.34                n/a                 n/a                 n/a                 529625              182625              F 
1463                            2                   0.00100             14                  1.91                7.34                n/a                 n/a                 n/a                 529625              182625              F 
2423                            2                   0.00100             14                  1.91                7.34                n/a                 n/a                 n/a                 529625              182625              F 
41                              2                   0.00100             14                  1.91                7.34                n/a                 n/a                 n/a                 529625              182625              F 
80                              2                   0.00100             14                  1.91                7.34                n/a                 n/a                 n/a                 529625              182625              F 
928                             2                   0.00100             14                  1.91                7.34                n/a                 n/a                 n/a                 529625              182625              F 
1014                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1017                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1040                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1049                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1055                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1065                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1067                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
107                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
108                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1087                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1088                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1089                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1101                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1114                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1121                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1126                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1127                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
113                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1144                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1151                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1158                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1165                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1174                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1178                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1182                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
122                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1236                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1262                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1273                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1314                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1315                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1342                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1348                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1357                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1361                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1373                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1374                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1390                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1443                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
148                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1483                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1488                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1490                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1492                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1493                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1505                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1507                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1516                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
152                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
153                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1530                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1534                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1555                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1556                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1572                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1582                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1586                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1594                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1632                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1635                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1637                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1646                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1647                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1674                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
168                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1680                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1681                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1685                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1691                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1693                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
171                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
174                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1764                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
177                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1784                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1819                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1820                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1833                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1842                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1852                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1905                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1925                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1935                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
197                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1983                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2004                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2012                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
202                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2020                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2027                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2037                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2045                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2066                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2067                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
207                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2090                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2093                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2118                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
217                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2199                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2206                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2224                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2282                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2291                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2310                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2351                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2366                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2375                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2388                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2403                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2409                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2428                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2460                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2486                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2500                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2501                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
255                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2591                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2592                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2621                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2652                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2657                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2658                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
268                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2682                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
273                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2731                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
276                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2763                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2769                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2785                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2790                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2809                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2812                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2860                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2915                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2916                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2967                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
297                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2975                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
2979                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3015                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3021                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
306                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3100                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
311                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3140                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3160                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3181                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3192                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3199                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3202                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3211                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3219                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3228                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3231                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3235                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3239                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
3296                            3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
345                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
352                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
383                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
388                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
407                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
414                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
464                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
466                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
467                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
468                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
469                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
473                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
474                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
475                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
477                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
479                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
482                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
488                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
492                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
493                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
496                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
506                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
507                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
519                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
524                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
530                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
531                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
540                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
558                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
560                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
570                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
572                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
602                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
635                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
646                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
651                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
660                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
662                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
70                              3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
721                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
730                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
735                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
736                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
755                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
767                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
77                              3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
772                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
795                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
851                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
868                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
878                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
909                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
92                              3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
921                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
922                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
951                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
954                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
965                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
970                             3                   0.00500             21                  4.99                4.21                n/a                 n/a                 n/a                 528875              183875              F 
1137                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 529125              184875              F 
1804                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 529125              184875              F 
2077                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 529125              184875              F 
2510                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 529125              184875              F 
744                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 529125              184875              F 
1024                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
1061                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
1469                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
1756                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
1759                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
1815                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
2099                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
2127                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
2156                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
2559                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
2831                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
2885                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
315                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
476                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
687                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
741                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
799                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
824                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
830                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
845                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
847                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
849                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
916                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
946                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 528875              184875              F 
1972                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 529125              184625              F 
2178                            4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 529125              184625              F 
895                             4                   0.799               10                  1.80                5.55                n/a                 n/a                 n/a                 529125              184625              F 
189                             5                   0.894               3                   0.063               47.43               n/a                 n/a                 n/a                 525875              183875              F 
3023                            5                   0.894               3                   0.063               47.43               n/a                 n/a                 n/a                 525875              183875              F 
2026                            5                   0.894               3                   0.063               47.43               n/a                 n/a                 n/a                 526077              183925              F 
2028                            5                   0.894               3                   0.063               47.43               n/a                 n/a                 n/a                 526077              183925              F 
3032                            5                   0.894               3                   0.063               47.43               n/a                 n/a                 n/a                 526077              183925              F 
3033                            5                   0.894               3                   0.063               47.43               n/a                 n/a                 n/a                 526077              183925              F 
3214                            6                   0.914               6                   0.58                10.28               0                   0.011               0                   528625              185625              F 
2365                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185625              F 
504                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185625              F 
97                              6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185625              F 
1222                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
1331                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
1332                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
1370                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
1419                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
1928                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
2051                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
2057                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
2643                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
3087                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
3102                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
3110                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
664                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
831                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
865                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528625              185875              F 
219                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185625              F 
2294                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185625              F 
2308                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185625              F 
454                             6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185625              F 
1275                            6                   0.914               6                   0.58                10.28               0                   0.011               0                   528916              185651              F 
1308                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185375              F 
3008                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185375              F 
1884                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185875              F 
2143                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185875              F 
2684                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185875              F 
3208                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528375              185875              F 
1535                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
1847                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
1849                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
1907                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
1924                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
2359                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
2524                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
2533                            6                   0.914               6                   0.58                10.28               n/a                 n/a                 n/a                 528875              185375              F 
